,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
0,"('isEmpty_p == ""False""', 'size == ""0.0""')",2,"('isEmpty == ""true""',)",1,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
1,"('isEmpty == ""true""', 'isEmpty_p == ""False""')",2,"('size == ""0.0""',)",1,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
2,"('calledMethod_p == ""push""',)",1,"('isEmpty_p == ""False""',)",1,1.0,0.6512820512820513,1.0833333333333333,76923076.92307687
3,"('isEmpty == ""true""',)",1,"('peek_obj_type == ""emptyobject""',)",1,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
4,"('peek_obj_type == ""emptyobject""',)",1,"('isEmpty == ""true""',)",1,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
5,"('isEmpty_p == ""False""', 'peek_obj_type == ""emptyobject""')",2,"('isEmpty == ""true""',)",1,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
6,"('isEmpty == ""true""', 'isEmpty_p == ""False""')",2,"('peek_obj_type == ""emptyobject""',)",1,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
7,"('calledMethod == ""push""', 'isEmpty_p == ""False""')",2,"('isEmpty == ""false""',)",1,1.0,0.31486880466472306,1.6813725490196079,405247813.4110787
8,"('size_p == ""1""',)",1,"('isEmpty_p == ""False""',)",1,1.0,0.3315068493150685,1.109422492401216,98630136.9863014
9,"('size == ""0.0""',)",1,"('peek_obj_type == ""emptyobject""',)",1,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
10,"('peek_obj_type == ""emptyobject""',)",1,"('size == ""0.0""',)",1,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
11,"('size == ""0.0""',)",1,"('isEmpty == ""true""',)",1,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
12,"('isEmpty == ""true""',)",1,"('size == ""0.0""',)",1,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
13,"('isEmpty_p == ""False""', 'size == ""0.0""')",2,"('peek_obj_type == ""emptyobject""',)",1,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
14,"('isEmpty_p == ""False""', 'peek_obj_type == ""emptyobject""')",2,"('size == ""0.0""',)",1,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
15,"('size_p == ""2""',)",1,"('isEmpty_p == ""False""',)",1,1.0,0.31596091205211724,1.100358422939068,91205211.7263844
16,"('isEmpty_p == ""False""', 'peek_obj_type == ""emptyobject""', 'size == ""0.0""')",3,"('isEmpty == ""true""',)",1,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
17,"('isEmpty == ""true""', 'isEmpty_p == ""False""', 'size == ""0.0""')",3,"('peek_obj_type == ""emptyobject""',)",1,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
18,"('isEmpty == ""true""', 'isEmpty_p == ""False""', 'peek_obj_type == ""emptyobject""')",3,"('size == ""0.0""',)",1,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
19,"('calledMethod_p == ""push""', 'isEmpty == ""false""')",2,"('isEmpty_p == ""False""',)",1,1.0,0.4128205128205128,1.0833333333333333,76923076.92307687
20,"('isEmpty_p == ""False""', 'size == ""0.0""')",2,"('isEmpty == ""true""', 'peek_obj_type == ""emptyobject""')",2,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
21,"('isEmpty_p == ""False""', 'peek_obj_type == ""emptyobject""')",2,"('isEmpty == ""true""', 'size == ""0.0""')",2,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
22,"('isEmpty == ""true""', 'isEmpty_p == ""False""')",2,"('peek_obj_type == ""emptyobject""', 'size == ""0.0""')",2,1.0,0.37435897435897436,2.5161290322580645,602564102.5641026
23,"('calledMethod == ""push""',)",1,"('isEmpty == ""false""',)",1,1.0,0.3487179487179487,1.6595744680851063,397435897.43589747
24,"('peek_obj_type == ""emptyobject""', 'size == ""0.0""')",2,"('isEmpty == ""true""',)",1,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
25,"('isEmpty == ""true""', 'size == ""0.0""')",2,"('peek_obj_type == ""emptyobject""',)",1,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
26,"('isEmpty == ""true""', 'peek_obj_type == ""emptyobject""')",2,"('size == ""0.0""',)",1,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
27,"('size == ""0.0""',)",1,"('isEmpty == ""true""', 'peek_obj_type == ""emptyobject""')",2,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
28,"('peek_obj_type == ""emptyobject""',)",1,"('isEmpty == ""true""', 'size == ""0.0""')",2,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
29,"('isEmpty == ""true""',)",1,"('peek_obj_type == ""emptyobject""', 'size == ""0.0""')",2,1.0,0.3974358974358974,2.516129032258064,602564102.5641026
